video_id,published_at,title,url,language_guess,lyric_likeness_score,is_lyric_like,line_count,avg_line_len,series_guess,character_guess,song_title_guess,profile_tags,description_hash
hztgM1EnB5A,2026-02-08T13:19:37Z,[Run Sarura Run!] 라이니x샐리 - '낙화유희(落花遊戯)',https://www.youtube.com/watch?v=hztgM1EnB5A,KR,64.5,yes,47,16.06,Run Sarura Run!,라이니 | 샐리,낙화유희(落花遊戯),winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,3fdff8345b30
bpqzybnIdFs,2026-02-08T03:26:33Z,"봄날을 기다리며 (마리x박봉남 from ""Team Lemot"")",https://www.youtube.com/watch?v=bpqzybnIdFs,KR,64.9,yes,49,16.88,,봄날을 기다리며,Team Lemot,summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | tender_comfort,64f3949a823e
kR4-UBu_vkA,2026-02-07T06:57:49Z,[화이트데이특집] 동네슈퍼 아가씨 (R.K.O.(Romantic Kandy Offering)),https://www.youtube.com/watch?v=kR4-UBu_vkA,KR,49.5,yes,54,22.74,화이트데이특집,동네슈퍼 아가씨 ),,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,48ebea346eb4
qsM8iIFOZGE,2026-02-06T14:45:26Z,[발렌타인데이특집] 달아서 쓰고 써서 단,https://www.youtube.com/watch?v=qsM8iIFOZGE,KR,61.0,yes,64,17.62,발렌타인데이특집,달아서 쓰고 써서 단,,summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,002be549d91f
luvOGgIUvuI,2026-02-06T14:08:20Z,[발렌타인데이특집] 초코! 초! 카!,https://www.youtube.com/watch?v=luvOGgIUvuI,KR,60.1,yes,39,20.59,발렌타인데이특집,초코! 초! 카!,,winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,73adf3b0a737
4bntz5IJJvs,2026-02-02T18:08:00Z,[Run Sarura Run!] 마리 - '눈꽃에서 벚꽃으로',https://www.youtube.com/watch?v=4bntz5IJJvs,KR,60.0,yes,50,15.68,Run Sarura Run!,마리,눈꽃에서 벚꽃으로,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,c1ed94b92a20
KEGJwq1V3cc,2026-02-01T16:22:30Z,[Derville Pen is dead!] 타라한 - '새벽의 첫인사',https://www.youtube.com/watch?v=KEGJwq1V3cc,KR,61.5,yes,59,12.75,Derville Pen is dead!,타라한,새벽의 첫인사,winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,f269a0c6d220
K3j6HHN8zeQ,2026-02-01T15:13:22Z,[Derville Pen is dead!] 마르티나 - 'Primavera del Mar',https://www.youtube.com/watch?v=K3j6HHN8zeQ,KR,67.2,yes,58,15.83,Derville Pen is dead!,마르티나,Primavera del Mar,summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | tender_comfort,0ed7e7429663
WJXneFvVSIg,2026-02-01T11:48:49Z,[Derville Pen is dead!] 젠슨 - 'Spring night walking',https://www.youtube.com/watch?v=WJXneFvVSIg,KR,60.0,yes,54,18.09,Derville Pen is dead!,젠슨,Spring night walking,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,c311255f0c9d
qNadYGW4tEI,2026-02-01T05:45:58Z,[Derville Pen is dead!] 올레그 - '벚꽃참수',https://www.youtube.com/watch?v=qNadYGW4tEI,KR,60.0,yes,57,16.02,Derville Pen is dead!,올레그,벚꽃참수,summer_heat | winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy,f31c6976b459
G-fJgnBDQBM,2026-02-01T03:57:22Z,[Derville Pen is dead!] 유진x타투 - '춘곤증배 칼퇴근 드리프트 챔피언십',https://www.youtube.com/watch?v=G-fJgnBDQBM,KR,62.3,yes,53,12.83,Derville Pen is dead!,유진 | 타투,춘곤증배 칼퇴근 드리프트 챔피언십,summer_heat | winter_christmas | rain_city | run_dance_motion | labor_work,e05f8492973f
bw8FPTtQJYA,2026-01-30T17:27:34Z,[Derville Pen is dead!] 현암x우나 - '비빔밥 랩소디(bibimbap rhapsody)',https://www.youtube.com/watch?v=bw8FPTtQJYA,EN,60.1,yes,45,24.96,Derville Pen is dead!,현암 | 우나,비빔밥 랩소디(bibimbap rhapsody),rain_city | run_dance_motion | self_denial_rationalization | cute_comedy | heroic_fantasy,e89f777bf8c4
3q38i56cOSE,2026-01-30T12:01:42Z,[Derville Pen is dead!] 미첼 - '꽃가루 때문이야',https://www.youtube.com/watch?v=3q38i56cOSE,KR,65.0,yes,60,14.78,Derville Pen is dead!,미첼,꽃가루 때문이야,summer_heat | winter_christmas | rain_city | self_denial_rationalization | tender_comfort,9e0c029300cf
KYdEPIm_ZzA,2026-01-29T16:33:30Z,[Derville Pen is dead!] 월콧x박봉남 - '감기 킥-아웃!',https://www.youtube.com/watch?v=KYdEPIm_ZzA,KR,60.8,yes,72,14.22,Derville Pen is dead!,월콧 | 박봉남,감기 킥-아웃!,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,20dd9b3c8f5d
UrYqzE0v0y0,2026-01-28T17:35:49Z,"TOMA LA NOCHE (Martina from ""Derville P.I.D."")",https://www.youtube.com/watch?v=UrYqzE0v0y0,EN,59.8,yes,90,22.62,,TOMA LA NOCHE,Derville P.I.D.,general_lyric_history,3a5868b92036
EyZsTPyJt6A,2026-01-26T16:36:25Z,"The Calling (Welling from ""Derville P.I.D."")",https://www.youtube.com/watch?v=EyZsTPyJt6A,EN,51.0,yes,62,34.31,,The Calling,Derville P.I.D.,general_lyric_history,698588136ff4
NpXlwgQBqdU,2026-01-26T11:58:48Z,"Luminous Dust (Sis. Una from ""Derville P.I.D."")",https://www.youtube.com/watch?v=NpXlwgQBqdU,EN,51.0,yes,30,34.9,,Luminous Dust,Derville P.I.D.,general_lyric_history,48bb327d5bb1
xV77thnzV7k,2026-01-26T11:55:57Z,"Your Home (Tarahan from ""Derville P.I.D."")",https://www.youtube.com/watch?v=xV77thnzV7k,EN,50.8,yes,39,39.74,,Your Home,Derville P.I.D.,general_lyric_history,4b1ebca0f9c9
Wm1BF4g6o5s,2026-01-25T16:21:40Z,"CoinCookie (Sis Tatoo from ""Derville P.I.D."")",https://www.youtube.com/watch?v=Wm1BF4g6o5s,EN,59.6,yes,48,28.27,,CoinCookie,Derville P.I.D.,general_lyric_history,79871066ea52
etaq78LuVL4,2026-01-25T11:55:45Z,"I Can't Quit (Oleg from ""Derville P.I.D."")",https://www.youtube.com/watch?v=etaq78LuVL4,EN,47.0,yes,48,36.04,,I Can't Quit,t Quit (Oleg from ,labor_work,dd444ede3842
bnOhc9HVy-Y,2026-01-25T06:36:18Z,"Perfect Mismatch (Jehnson from ""Derville P.I.D."")",https://www.youtube.com/watch?v=bnOhc9HVy-Y,EN,54.1,yes,64,34.34,,Perfect Mismatch,Derville P.I.D.,general_lyric_history,8602579e7ee6
lAM3QiLeA-w,2026-01-24T15:08:46Z,"Holy Heist (Walcott from ""Derville P.I.D."")",https://www.youtube.com/watch?v=lAM3QiLeA-w,EN,59.4,yes,62,28.58,,Holy Heist,Derville P.I.D.,general_lyric_history,f4c9ee2a7f09
mQTqT8qAWAw,2026-01-23T17:04:46Z,"The Daily Grind (Hyeonam from ""Derville P.I.D."")",https://www.youtube.com/watch?v=mQTqT8qAWAw,EN,60.1,yes,74,25.5,,The Daily Grind,Derville P.I.D.,labor_work,4a508ed90a4d
VXbY-PM7axw,2026-01-23T12:35:26Z,[Run Sarura Run!] 라이자 - '네시 반 담장 너머',https://www.youtube.com/watch?v=VXbY-PM7axw,KR,60.0,yes,48,13.88,Run Sarura Run!,라이자,네시 반 담장 너머,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,f57141c76d02
NiTTiKLAYNw,2026-01-21T18:11:37Z,[Run Sarura Run!] 라이니?x령 - '그런 식으로 오는구나 (Glicko Algorithm)',https://www.youtube.com/watch?v=NiTTiKLAYNw,KR,61.1,yes,57,13.84,Run Sarura Run!,라이니? | 령,그런 식으로 오는구나 (Glicko Algorithm),rain_city | self_denial_rationalization | cute_comedy | heroic_fantasy | tender_comfort,ee02c38c1f55
v84kQ-nfG7o,2026-01-21T12:20:01Z,[Run Sarura Run!] 샐리 - '봄으로 달리는 오리배',https://www.youtube.com/watch?v=v84kQ-nfG7o,KR,60.0,yes,51,12.9,Run Sarura Run!,샐리,봄으로 달리는 오리배,summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | tender_comfort,bc69d832a149
G35LM8Qi4fc,2026-01-19T18:44:18Z,"Night Before (Bongnam from ""Derville P.I.D."")",https://www.youtube.com/watch?v=G35LM8Qi4fc,EN,66.8,yes,71,27.62,,Night Before,Derville P.I.D.,idol_pop_hook,c2806aeff1eb
BiTLYcOod9k,2026-01-18T16:03:50Z,"Abracadabra-Byte (Mitchell from ""Derville P.I.D."")",https://www.youtube.com/watch?v=BiTLYcOod9k,EN,45.2,yes,52,37.81,,Abracadabra-Byte,Derville P.I.D.,general_lyric_history,1d5bdd12d91e
yBDlzUYBKbw,2026-01-17T17:55:38Z,[Derville Pen is Dead!] dry run (Ending Theme),https://www.youtube.com/watch?v=yBDlzUYBKbw,EN,69.3,yes,50,15.48,Derville Pen is Dead!,dry run,,general_lyric_history,2d8dcf1443ae
FyBIgvCqdj8,2026-01-17T15:16:31Z,[Derville Pen is Dead!] The Villain's Manifesto (Opening Theme),https://www.youtube.com/watch?v=FyBIgvCqdj8,EN,42.6,yes,36,41.36,Derville Pen is Dead!,The Villain's Manifesto,,general_lyric_history,f97ae99ae964
nXgTw5QUez8,2026-01-15T14:01:08Z,[Run Sarura Run!] 샐리 - '봄 한정! 사랑의 묘약 레시피',https://www.youtube.com/watch?v=nXgTw5QUez8,KR,63.5,yes,43,14.63,Run Sarura Run!,샐리,봄 한정! 사랑의 묘약 레시피,summer_heat | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,0db11c8cb898
cJNKqE8SGNQ,2026-01-14T17:31:12Z,[Run Sarura Run!] 라이니 - '어른들을 위한 그네 타기 입문서',https://www.youtube.com/watch?v=cJNKqE8SGNQ,KR,66.0,yes,35,15.26,Run Sarura Run!,라이니,어른들을 위한 그네 타기 입문서,rain_city | self_denial_rationalization | tender_comfort,8790632d3529
_1Rf60JwXdE,2026-01-13T17:04:33Z,[Derville Pen is dead! 1기] Scrap Rhapsody (OP곡),https://www.youtube.com/watch?v=_1Rf60JwXdE,KR,62.1,yes,58,16.83,Derville Pen is dead! 1기,Scrap Rhapsody,,rain_city | run_dance_motion | self_denial_rationalization | heroic_fantasy | tender_comfort,a4ffea4eed21
8be2BU_xyCA,2026-01-12T17:00:16Z,[Derville Pen is dead!] 박봉남 - '나데기 (나는 데르빌의 기쎈고양이)',https://www.youtube.com/watch?v=8be2BU_xyCA,KR,61.7,yes,54,17.28,Derville Pen is dead!,박봉남,나데기 (나는 데르빌의 기쎈고양이),run_dance_motion | cute_comedy | heroic_fantasy | tender_comfort | dark_cool,4f70852a09f7
tO0ob_QvFLM,2026-01-11T17:13:29Z,[Run Sarura Run!] 카샤스x네르 - '쪽지게임',https://www.youtube.com/watch?v=tO0ob_QvFLM,KR,60.0,yes,73,11.88,Run Sarura Run!,카샤스 | 네르,쪽지게임,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,5e584573592e
dHL8n9COdB0,2026-01-11T10:57:54Z,[Run Sarura Run!] 크래더x테피 - 'Moving Day (꽃샘추위)',https://www.youtube.com/watch?v=dHL8n9COdB0,KR,60.0,yes,32,17.56,Run Sarura Run!,크래더 | 테피,Moving Day (꽃샘추위),summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | heroic_fantasy,2266c038ea6b
8xNRYJ0y-ns,2026-01-10T16:36:12Z,"[Run Sarura Run!] 마리 - '터진 김밥, 봄감기 그리고 우리'",https://www.youtube.com/watch?v=8xNRYJ0y-ns,KR,60.0,yes,62,15.84,Run Sarura Run!,마리,"터진 김밥, 봄감기 그리고 우리",summer_heat | winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy,5c88f5c2d700
_OmL-AgNFhE,2026-01-10T09:15:46Z,"I Was Hacked! (Bongnam from ""Derville P.I.D."")",https://www.youtube.com/watch?v=_OmL-AgNFhE,EN,49.0,yes,63,32.68,,I Was Hacked!,Derville P.I.D.,labor_work,8991360fd6d2
V2uWOESd0sQ,2026-01-10T04:29:05Z,[Team Lemot] Liberty & EMOTion (Sarura x Derville in KR/EN/JP/ES),https://www.youtube.com/watch?v=V2uWOESd0sQ,EN,59.4,yes,44,24.02,Team Lemot,Liberty | EMOTion,,self_denial_rationalization | cute_comedy | tender_comfort,248d660648ba
iY2Z-11RRh4,2026-01-08T15:50:29Z,[Derville Pen is dead! 1기] Run Derville Run! (ED곡),https://www.youtube.com/watch?v=iY2Z-11RRh4,KR,62.9,yes,54,14.8,Derville Pen is dead! 1기,Run Derville Run!,,rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,807644004ac1
5moEtXHyCSg,2026-01-06T16:15:59Z,[デルビル P.I.D.] ペン・イズ・デッド - OPテーマ,https://www.youtube.com/watch?v=5moEtXHyCSg,JA,64.7,yes,38,10.08,デルビル P.I.D.,ペン・イズ・デッド,,run_dance_motion,570f34aacdc9
9A1GMUUEkj4,2026-01-05T17:07:27Z,[デルビル P.I.D.] ウェリング - 銀色の福音,https://www.youtube.com/watch?v=9A1GMUUEkj4,JA,60.0,yes,53,11.98,デルビル P.I.D.,ウェリング,,rain_city,efda2ffb4837
ecDcq3j69hI,2026-01-04T12:50:37Z,[デルビル P.I.D.] シスターウナ - 鋼鉄の花,https://www.youtube.com/watch?v=ecDcq3j69hI,JA,64.5,yes,20,12.05,デルビル P.I.D.,シスターウナ,,general_lyric_history,95578ff06d5c
hmeHSM-TjWc,2026-01-04T09:55:24Z,[デルビル P.I.D.] タラハン - シェアハウスじゃないって言ったじゃん！,https://www.youtube.com/watch?v=hmeHSM-TjWc,JA,60.0,yes,26,17.81,デルビル P.I.D.,タラハン,,general_lyric_history,3537dee7abf2
EtwNqjwUvfg,2026-01-04T05:00:50Z,[デルビル P.I.D.] シスタトゥー - ディールト・ハンド,https://www.youtube.com/watch?v=EtwNqjwUvfg,JA,60.0,yes,31,13.1,デルビル P.I.D.,シスタトゥー,,general_lyric_history,1c6dfa69d793
8gboQv-g5Cg,2026-01-03T15:03:47Z,[デルビル P.I.D.] マルティナ - 住所、どこ？,https://www.youtube.com/watch?v=8gboQv-g5Cg,JA,59.4,yes,40,11.65,デルビル P.I.D.,マルティナ,,general_lyric_history,1258561663e7
jg7lXy321Bk,2026-01-03T10:51:11Z,[デルビル P.I.D.] ジェンセン - 職員Xの陳述 (Persian Lullaby),https://www.youtube.com/watch?v=jg7lXy321Bk,JA,62.4,yes,49,11.96,デルビル P.I.D.,ジェンセン,,general_lyric_history,e80c381ee8b9
eEC6EfQGCLc,2026-01-03T01:41:27Z,[デルビル P.I.D.] ユージン - とにかく、うまくいったよね？,https://www.youtube.com/watch?v=eEC6EfQGCLc,JA,60.7,yes,45,14.73,デルビル P.I.D.,ユージン,,general_lyric_history,740c1b0c6b1c
EBRHJvDEgG8,2026-01-02T17:16:43Z,[デルビル P.I.D.] オレグ - NO! (副団長の鎮魂歌),https://www.youtube.com/watch?v=EBRHJvDEgG8,JA,60.0,yes,39,12.03,デルビル P.I.D.,オレグ,,general_lyric_history,06849beccf35
LBwAh9denU0,2026-01-02T12:28:07Z,[デルビル P.I.D.] ミッチェル - ミッドナイト・ディーゼル,https://www.youtube.com/watch?v=LBwAh9denU0,JA,64.0,yes,30,17.8,デルビル P.I.D.,ミッチェル,,run_dance_motion,3cc7e9c510a4
Psg1TA75RiE,2026-01-01T18:14:17Z,[デルビル P.I.D.] ウォルコット - 聖騎士団の流儀,https://www.youtube.com/watch?v=Psg1TA75RiE,JA,63.8,yes,39,15.08,デルビル P.I.D.,ウォルコット,,general_lyric_history,abaf22714524
TJvsLhr3e7Y,2026-01-01T13:29:48Z,[デルビル P.I.D.] ヒョンアム - 行政ディスコ,https://www.youtube.com/watch?v=TJvsLhr3e7Y,JA,60.0,yes,43,10.53,デルビル P.I.D.,ヒョンアム,,run_dance_motion,9e9df5217682
VxCiHKIWsxI,2026-01-01T06:31:29Z,[デルビル P.I.D.] パク・ボンナム - 出世街道は姫へと続く,https://www.youtube.com/watch?v=VxCiHKIWsxI,JA,60.9,yes,70,12.17,デルビル P.I.D.,パク・ボンナム,,run_dance_motion,7d27a8018c91
B0hT2_krsBU,2025-12-31T18:58:18Z,[Run Sarura Run!] 레베카 - '꽃잎 잉크가 번진 페이지',https://www.youtube.com/watch?v=B0hT2_krsBU,KR,50.0,yes,41,15.61,Run Sarura Run!,레베카,꽃잎 잉크가 번진 페이지,summer_heat | winter_christmas | rain_city | tender_comfort | dark_cool,46311bf66cb2
mRXM0lornk4,2025-12-31T10:31:17Z,[Run Sarura Run!] 루크 - '숨바꼭질',https://www.youtube.com/watch?v=mRXM0lornk4,KR,51.7,yes,35,16.31,Run Sarura Run!,루크,숨바꼭질,winter_christmas | rain_city | run_dance_motion | heroic_fantasy | tender_comfort,a35e9391693e
sGev3_VB4MQ,2025-12-30T15:38:16Z,"지금 와서 뭐! (카샤스 from ""Run Sarura Run"")",https://www.youtube.com/watch?v=sGev3_VB4MQ,KR,55.3,yes,34,19.91,,지금 | 서 뭐!,Run Sarura Run,rain_city | self_denial_rationalization | cute_comedy | tender_comfort | dark_cool,46772f2db27e
lN94Wenhxk0,2025-12-30T12:29:48Z,"Neon Ritual (Mitchell from ""Derville P.I.D."")",https://www.youtube.com/watch?v=lN94Wenhxk0,EN,54.9,yes,78,29.47,,Neon Ritual,Derville P.I.D.,general_lyric_history,29e17f8c82a3
FPFc4k8EiOk,2025-12-29T17:02:52Z,"Le Jardinier de l'Ombre (Solozhen de ""Derville P.I.D."")",https://www.youtube.com/watch?v=FPFc4k8EiOk,EN,39.1,yes,23,33.39,,Le Jardinier de l'Ombre,Ombre (Solozhen de ,general_lyric_history,2a55f57e120d
9LzneaLBZx0,2025-12-28T17:39:28Z,"Valsa Maldita (Silva de ""Run Sarura Run"")",https://www.youtube.com/watch?v=9LzneaLBZx0,EN,58.9,yes,23,12.22,,Valsa Maldita,Run Sarura Run,general_lyric_history,cc28941324ad
TBnFrc26ScY,2025-12-28T14:23:42Z,"¡Chiquita pero Picosa! (Sally de ""Run Sarura Run"")",https://www.youtube.com/watch?v=TBnFrc26ScY,EN,54.7,yes,52,21.73,,¡Chiquita pero Picosa!,Run Sarura Run,general_lyric_history,ebc5fc7f5219
f2dB-FrN8O4,2025-12-27T17:13:24Z,QUÉMALO - (Anthem de Año Nuevo - Mitchell & Martina de Derville P.I.D.),https://www.youtube.com/watch?v=f2dB-FrN8O4,EN,56.0,yes,58,30.67,,QUÉMALO,,general_lyric_history,c35fc9ee4d5d
NpIaHmgJpDE,2025-12-27T14:19:04Z,"赤い電池 (""ラン・サルラ・ラン"" ネル 新年記念ソング)",https://www.youtube.com/watch?v=NpIaHmgJpDE,JA,50.0,yes,45,15.98,,赤い電池,ラン・サルラ・ラン,general_lyric_history,2507d3bbacb6
FNkQEWDlVNw,2025-12-27T11:31:25Z,[Lemot Team] Bongnam & Walcott - 'RESOLUTION' (Live Bootleg),https://www.youtube.com/watch?v=FNkQEWDlVNw,EN,52.0,yes,70,21,Lemot Team,Bongnam | Walcott,RESOLUTION,general_lyric_history,94e4daeb4719
DYWE5pXNMNs,2025-12-26T15:35:37Z,[레못맛소녀곰] 박봉남x월콧 - 'Se90nd (송구영신)' (Ver. Live),https://www.youtube.com/watch?v=DYWE5pXNMNs,KR,50.9,yes,58,22.53,레못맛소녀곰,박봉남 | 월콧,Se90nd (송구영신),summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,6be44c09c0bc
5mOSZ3g7rgQ,2025-12-25T17:12:33Z,[Derville Pen is dead! 1기] 박봉남 - '데르빌의 D직장요정' (Retake),https://www.youtube.com/watch?v=5mOSZ3g7rgQ,KR,51.8,yes,51,19.27,Derville Pen is dead! 1기,박봉남,데르빌의 D직장요정,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,5cffed592419
c8c0d1BHUik,2025-12-25T16:28:15Z,[Derville Pen is dead! 1기] 현암x젠슨x월콧 - 'Derville's 9 to 9' (Retake),https://www.youtube.com/watch?v=c8c0d1BHUik,KR,53.7,yes,59,19.92,Derville Pen is dead! 1기,현암 | 젠슨 | 월콧,Derville,winter_christmas | rain_city | self_denial_rationalization | cute_comedy | heroic_fantasy,b2416e06567f
0Tra-VQCacU,2025-12-25T15:00:57Z,[Derville Pen is dead!] 박봉남x현암 - '김치찌개' (Ver. Live),https://www.youtube.com/watch?v=0Tra-VQCacU,KR,28.8,no_or_needs_manual_review,20,62.25,Derville Pen is dead!,박봉남 | 현암,김치찌개,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,3de56c27b694
7u3zMwukBMs,2025-12-25T13:04:03Z,"[Run Sarura Run!] 세리카x체니 - '안녕하세요, 혼돈!' (Retake)",https://www.youtube.com/watch?v=7u3zMwukBMs,KR,52.6,yes,46,15.5,Run Sarura Run!,세리카 | 체니,"안녕하세요, 혼돈!",winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,48ad1719dc76
s4TmBh4kCts,2025-12-25T12:01:59Z,[Run Sarura Run! 2기] 령 - 'A.I.DOL 에코 ☆ 처음 인사드려요!' (Retake),https://www.youtube.com/watch?v=s4TmBh4kCts,KR,56.2,yes,56,23.29,Run Sarura Run! 2기,령,A.I.DOL 에코 ☆ 처음 인사드려요!,summer_heat | rain_city | self_denial_rationalization | cute_comedy | dark_cool,f6b6bc60246d
MSTOZbcmE8I,2025-12-25T11:13:31Z,[Run Sarura Run!] 루크x마리 - '슈뢰딩거의 고양이' (Retake),https://www.youtube.com/watch?v=MSTOZbcmE8I,KR,58.5,yes,39,22.23,Run Sarura Run!,루크 | 마리,슈뢰딩거의 고양이,summer_heat | winter_christmas | self_denial_rationalization | cute_comedy | heroic_fantasy,10378027f8f1
fRfcXTwIjd8,2025-12-25T08:44:18Z,[Run Sarura Run! 1기] 크래더 - '백수 블루스' (Retake),https://www.youtube.com/watch?v=fRfcXTwIjd8,KR,60.0,yes,36,21.28,Run Sarura Run! 1기,크래더,백수 블루스,winter_christmas | run_dance_motion | self_denial_rationalization | tender_comfort,a1f92d5ec156
8ixtSSsFXWM,2025-12-25T08:01:46Z,[Run Sarura Run! 1기] 체니 - '최강! 이 몸! 등장!' (Retake),https://www.youtube.com/watch?v=8ixtSSsFXWM,KR,54.6,yes,26,23.73,Run Sarura Run! 1기,체니,최강! 이 몸! 등장!,run_dance_motion | self_denial_rationalization | cute_comedy | heroic_fantasy | idol_pop_hook,d16473961c5b
v1ufVYp8mgc,2025-12-25T07:34:40Z,[Run Sarura Run! 1기] 레베카 - '나의 작은 친구들' (Retake),https://www.youtube.com/watch?v=v1ufVYp8mgc,KR,55.1,yes,35,18.23,Run Sarura Run! 1기,레베카,나의 작은 친구들,summer_heat | winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy,6598fd82b01b
Xr0dMJDoHMc,2025-12-16T20:05:45Z,[ラン・サルラ・ラン] リョン - 'カーネル・エラー・パニック！',https://www.youtube.com/watch?v=Xr0dMJDoHMc,JA,39.3,yes,49,35.86,ラン・サルラ・ラン,リョン,カーネル・エラー・パニック！,general_lyric_history,ac0522ba7289
S85EMFNG2PQ,2025-12-16T19:25:09Z,[ラン・サルラ・ラン] サリー - '気まぐれ魔女の繁盛記'  (Demo Ver.),https://www.youtube.com/watch?v=S85EMFNG2PQ,JA,56.2,yes,56,20.14,ラン・サルラ・ラン,サリー,気まぐれ魔女の繁盛記,general_lyric_history,2730edf58a47
11SUzlQNkDU,2025-12-16T18:39:40Z,[ラン・サルラ・ラン]セリカ - '窓辺のスケッチ',https://www.youtube.com/watch?v=11SUzlQNkDU,JA,55.8,yes,36,14.33,ラン・サルラ・ラン,セリカ,窓辺のスケッチ,general_lyric_history,4618d8daee88
BITO4dqelog,2025-12-16T17:46:43Z,[ラン・サルラ・ラン]テフィ - '大切な迷子さん',https://www.youtube.com/watch?v=BITO4dqelog,JA,50.0,yes,23,19.74,ラン・サルラ・ラン,テフィ,大切な迷子さん,general_lyric_history,6914f792fedf
fkXcEYAx1rY,2025-12-16T16:16:15Z,[ラン・サルラ・ラン]レイニー - '密室の観劇',https://www.youtube.com/watch?v=fkXcEYAx1rY,JA,50.0,yes,39,14.38,ラン・サルラ・ラン,レイニー,密室の観劇,general_lyric_history,a2c5fe5e0c9e
TZ8-T3n2Xtg,2025-12-15T17:47:46Z,[ラン・サルラ・ラン] チェニー- '捕まえてごらん!' (Demo Ver.),https://www.youtube.com/watch?v=TZ8-T3n2Xtg,JA,50.0,yes,52,19.12,ラン・サルラ・ラン,チェニー,捕まえてごらん!,run_dance_motion,5f312dcad607
ViOjs9-m2tI,2025-12-15T15:20:29Z,[ラン・サルラ・ラン]ネル - 'ブラック、ときどき苺',https://www.youtube.com/watch?v=ViOjs9-m2tI,JA,55.0,yes,36,14.14,ラン・サルラ・ラン,ネル,ブラック、ときどき苺,general_lyric_history,def044a6244b
YrFJgorBGh8,2025-12-15T13:57:49Z,[ラン・サルラ・ラン]レベッカ - '甘いパフェを、一緒に食べよう',https://www.youtube.com/watch?v=YrFJgorBGh8,JA,58.9,yes,38,13.5,ラン・サルラ・ラン,レベッカ,甘いパフェを、一緒に食べよう,general_lyric_history,e15510afd7c2
OUl_58lG7Bo,2025-12-14T15:58:48Z,[ラン・サルラ・ラン] マリー - 'あまのじゃくパレード',https://www.youtube.com/watch?v=OUl_58lG7Bo,JA,65.6,yes,47,13.28,ラン・サルラ・ラン,マリー,あまのじゃくパレード,run_dance_motion,b339f394081b
FTl9vwcjbCA,2025-12-14T15:24:46Z,[ラン・サルラ・ラン] ルーク - '碧の栞',https://www.youtube.com/watch?v=FTl9vwcjbCA,JA,65.0,yes,42,12.57,ラン・サルラ・ラン,ルーク,碧の栞,general_lyric_history,547b4bdccb7d
duBpzx8MDqk,2025-12-14T13:05:02Z,Tephy - 'Afterglow' (Cool Down / Acoustic Soul & Chillout),https://www.youtube.com/watch?v=duBpzx8MDqk,EN,62.9,yes,71,24.46,,Tephy,Afterglow,labor_work,ef7defd931b1
zpwrUyl_tw0,2025-12-14T12:46:10Z,Lainy - 'Runway Criminal' (Treadmill Walk / Deep House & Vogue),https://www.youtube.com/watch?v=zpwrUyl_tw0,EN,54.8,yes,70,27.46,,Lainy,Runway Criminal,labor_work,727f451ce402
WzaMOrgf1z8,2025-12-14T11:59:24Z,Serika & Eugene - 'Zero Calorie' (Aerobic Dance / Eurodance),https://www.youtube.com/watch?v=WzaMOrgf1z8,EN,49.3,yes,65,29.46,,Serika | Eugene,Zero Calorie,labor_work,e695c495ffbb
M_JyhbUsskE,2025-12-14T11:24:46Z,Martina - 'Dale Fuego' (Zumba Dance / Latin Reggaeton),https://www.youtube.com/watch?v=M_JyhbUsskE,EN,51.1,yes,57,29.75,,Martina,Dale Fuego,general_lyric_history,a60f1af3dbfd
P3y5y7hc2fI,2025-12-14T10:31:15Z,Sally - 'Glitter Glow' (Cardio Dance / Nu-Disco),https://www.youtube.com/watch?v=P3y5y7hc2fI,EN,47.6,yes,61,31.44,,Sally,Glitter Glow,labor_work,b4ae457ee408
irS92mH52YQ,2025-12-14T07:49:16Z,Bellona - 'Combat High' (Heavy Bag Smash / Cinematic Industrial Rock),https://www.youtube.com/watch?v=irS92mH52YQ,EN,46.3,yes,54,30.57,,Bellona,Combat High,labor_work,4c67fd5dfc23
